% American Institute of Steel Construction, 2017.  All values are in SI units raised to the appropriate power.
% Shape, D, B1(2), t3, t1(2), k, k1, T
W360X237	381	396.24	18.923	30.226	45.466	39.624	254
W360X216	375.92	393.7	17.272	27.686	42.926	39.624	254
W360X196	373.38	373.38	16.383	26.162	41.402	39.624	254
W360X179	368.3	373.38	14.986	23.876	39.116	38.1	254
W360X162	363.22	370.84	13.335	21.844	37.084	38.1	254
W360X147	360.68	370.84	12.319	19.812	35.052	36.576	254
W360X134	355.6	368.3	11.176	18.034	33.274	36.576	254
W360X122	363.22	256.54	12.954	21.717	36.83	26.924	276.352
W360X110	360.68	256.54	11.43	19.939	35.052	26.924	276.352
W360X101	355.6	254	10.541	18.288	33.274	26.924	276.352
W360X91	353.06	254	9.525	16.383	31.496	25.4	276.352
W360X79	353.06	204.724	9.398	16.764	31.75	25.4	276.352
W360X72	350.52	203.962	8.636	15.113	30.226	25.4	276.352
W360X64	347.98	203.2	7.747	13.462	28.448	25.4	276.352
W360X58	358.14	171.958	7.874	13.081	23.241	20.574	295.402
W360X51	355.6	171.45	7.239	11.557	21.717	19.05	295.402
W360X44.6	350.52	170.942	6.858	9.779	19.939	19.05	295.402
W360X39	353.06	127.762	6.477	10.668	20.828	19.05	295.402
W360X32.9	347.98	127	5.842	8.509	18.669	19.05	295.402
W310X500	426.72	340.36	45.212	75.184	90.17	42.926	231.902
W310X454	414.02	335.28	41.402	68.834	83.82	41.402	231.902
W310X415	403.86	332.74	38.862	62.738	77.978	41.402	231.902
W310X375	391.16	330.2	35.56	57.15	72.39	38.1	231.902
W310X342	383.54	327.66	32.766	52.578	67.818	38.1	231.902
W310X313	373.38	325.12	29.972	48.26	63.5	36.576	231.902
W310X283	365.76	322.58	26.924	44.196	59.182	35.052	231.902
W310X253	355.6	320.04	24.384	39.624	54.864	33.274	231.902
W310X226	347.98	317.5	22.098	35.56	50.8	31.75	231.902
W310X202	340.36	314.96	20.066	31.75	46.99	31.75	231.902
W310X179	332.74	312.42	18.034	28.194	43.18	30.226	231.902
W310X158	327.66	309.88	15.494	25.146	40.386	28.702	231.902
W310X143	322.58	309.88	13.97	22.86	38.1	28.702	231.902
W310X129	317.5	307.34	13.081	20.574	35.814	26.924	231.902
W310X117	314.96	307.34	11.938	18.669	33.782	26.924	231.902
W310X107	312.42	304.8	10.922	17.018	32.258	26.924	231.902
W310X97	307.34	304.8	9.906	15.367	30.48	25.4	231.902
W310X86	309.88	254	9.144	16.256	31.496	23.876	234.95
W310X79	307.34	254	8.763	14.605	29.972	23.876	234.95
W310X74	309.88	205.232	9.398	16.256	28.956	23.876	234.95
W310X67	307.34	204.47	8.509	14.605	27.432	23.876	234.95
W310X60	302.26	203.454	7.493	13.081	25.908	22.352	234.95
