% American Institute of Steel Construction, 2017.  All values are inches raised to the appropriate power.
% Shape, tf(tw), B, D, k
HSS6X5X3/8	0.349	4.991	6.003	0.524
HSS6X5X5/16	0.291	5.005	5.995	0.436
HSS6X5X1/4	0.233	5.01	6.011	0.35
HSS6X5X3/16	0.174	4.994	6.003	0.261
HSS6X5X1/8	0.116	5.0	5.997	0.174
HSS6X4X1/2	0.465	3.999	5.998	0.698
HSS6X4X3/8	0.349	4.0	6.003	0.524
HSS6X4X5/16	0.291	3.987	5.995	0.436
HSS6X4X1/4	0.233	4.008	6.011	0.35
HSS6X4X3/16	0.174	4.002	6.003	0.261
HSS6X4X1/8	0.116	4.002	5.997	0.174
HSS6X3X1/2	0.465	2.999	5.998	0.698
HSS6X3X3/8	0.349	3.001	6.003	0.524
HSS6X3X5/16	0.291	3.0	5.995	0.436
HSS6X3X1/4	0.233	3.001	6.011	0.35
HSS6X3X3/16	0.174	2.993	6.003	0.261
HSS6X3X1/8	0.116	3.004	5.997	0.174
HSS6X2X3/8	0.349	2.0	6.003	0.524
HSS6X2X5/16	0.291	1.999	5.995	0.436
HSS6X2X1/4	0.233	1.999	6.011	0.35
HSS6X2X3/16	0.174	1.999	6.003	0.261
HSS6X2X1/8	0.116	1.995	5.997	0.174
HSS5X4X1/2	0.465	3.999	4.999	0.698
HSS5X4X3/8	0.349	4.0	4.991	0.524
HSS5X4X5/16	0.291	3.987	5.005	0.436
HSS5X4X1/4	0.233	4.008	5.01	0.35
HSS5X4X3/16	0.174	4.002	4.994	0.261
HSS5X4X1/8	0.116	4.002	5.0	0.174
HSS5X3X1/2	0.465	2.999	4.999	0.698
HSS5X3X3/8	0.349	3.001	4.991	0.524
HSS5X3X5/16	0.291	3.0	5.005	0.436
HSS5X3X1/4	0.233	3.001	5.01	0.35
HSS5X3X3/16	0.174	2.993	4.994	0.261
HSS5X3X1/8	0.116	3.004	5.0	0.174
HSS5X2-1/2X1/4	0.233	2.5	5.01	0.35
HSS5X2-1/2X3/16	0.174	2.506	4.994	0.261
HSS5X2-1/2X1/8	0.116	2.506	5.0	0.174
HSS5X2X3/8	0.349	2.0	4.991	0.524
HSS5X2X5/16	0.291	1.999	5.005	0.436
HSS5X2X1/4	0.233	1.999	5.01	0.35
HSS5X2X3/16	0.174	1.999	4.994	0.261
HSS5X2X1/8	0.116	1.995	5.0	0.174
HSS4X3X3/8	0.349	3.001	4.0	0.524
HSS4X3X5/16	0.291	3.0	3.987	0.436
HSS4X3X1/4	0.233	3.001	4.008	0.35
HSS4X3X3/16	0.174	2.993	4.002	0.261
HSS4X3X1/8	0.116	3.004	4.002	0.174
HSS4X2-1/2X3/8	0.349	2.499	4.0	0.524
HSS4X2-1/2X5/16	0.291	2.5	3.987	0.436
HSS4X2-1/2X1/4	0.233	2.5	4.008	0.35
HSS4X2-1/2X3/16	0.174	2.506	4.002	0.261
HSS4X2-1/2X1/8	0.116	2.506	4.002	0.174
HSS4X2X3/8	0.349	2.0	4.0	0.524
HSS4X2X5/16	0.291	1.999	3.987	0.436
HSS4X2X1/4	0.233	1.999	4.008	0.35
HSS4X2X3/16	0.174	1.999	4.002	0.261
HSS4X2X1/8	0.116	1.995	4.002	0.174
HSS3-1/2X2-1/2X3/8	0.349	2.499	3.5	0.524
HSS3-1/2X2-1/2X5/16	0.291	2.5	3.501	0.436
HSS3-1/2X2-1/2X1/4	0.233	2.5	3.495	0.35
HSS3-1/2X2-1/2X3/16	0.174	2.506	3.497	0.261
HSS3-1/2X2-1/2X1/8	0.116	2.506	3.503	0.174
